commune,Population,region,Latitude,Longitude
Mtarnagha,4056.0,Région de Fès-Meknès,33.8518896,-4.574957
Oulad Mkoudou,5872.0,Région de Fès-Meknès,33.77634785,-4.516614992854677
Tafajight,1397.0,Région de Fès-Meknès,33.569023,-4.295826
Adrej,1216.0,Région de Fès-Meknès,33.643253,-4.438270874330145
Dar El Hamra,3540.0,Région de Fès-Meknès,33.7068323,-4.4226991854222995
Irhzrane,8498.0,Région de Fès-Meknès,Not Found,Not Found
Ras Tabouda,6022.0,Région de Fès-Meknès,34.004978,-4.714224
Bir Tam-Tam,8954.0,Région de Fès-Meknès,33.978948700000004,-4.6459933475144135
Ain Cheggag,28584.0,Région de Fès-Meknès,33.887389,-5.036853
Ait Sebaa Lajrouf,18701.0,Région de Fès-Meknès,33.73728545,-5.0899045230657585
Boulemane,6761.0,Région de Fès-Meknès,33.363795800000005,-4.729575021747637
Missour,28408.0,Région de Fès-Meknès,33.047057,-3.992578
Outat El Haj,20673.0,Région de Fès-Meknès,33.337366,-3.696438
Imouzzer Marmoucha,4676.0,Région de Fès-Meknès,33.470015,-4.294914
Guigou,24677.0,Région de Fès-Meknès,33.384529,-4.83332
Enjil,7984.0,Région de Fès-Meknès,33.0950687,-4.559695421131774
Skoura M'daz,8297.0,Région de Fès-Meknès,33.518893,-4.544113
Ait Bazza,2397.0,Région de Fès-Meknès,33.3964888,-4.2228785737962
Almis Marmoucha,2292.0,Région de Fès-Meknès,33.3227,-4.181218
Talzemt,2701.0,Région de Fès-Meknès,33.6001986,-4.1901239
Ait El Mane,1694.0,Région de Fès-Meknès,33.4513807,-4.322570365537302
Serghina,3567.0,Région de Fès-Meknès,33.30582185,-4.488653068284588
El Mers,4887.0,Région de Fès-Meknès,33.427851700000005,-4.503863382521916
Ksabi-Moulouya,10471.0,Région de Fès-Meknès,32.79216235,-4.273650939065437
Ouizeght,5430.0,Région de Fès-Meknès,32.84417005,-4.037582893326598
Sidi Boutayeb,9969.0,Région de Fès-Meknès,33.0262221,-4.0324157
Oulad Ali Youssef,3279.0,Région de Fès-Meknès,33.414536749999996,-4.0101687544102305
El Orjane,7706.0,Région de Fès-Meknès,33.396042,-3.728659
Tissaf,11615.0,Région de Fès-Meknès,33.397648,-3.584048
Ermila,8333.0,Région de Fès-Meknès,33.209094199999996,-3.874542328426903
Fritissa,29594.0,Région de Fès-Meknès,33.6194309,-3.5468513
Taounate,39114.0,Région de Fès-Meknès,34.538476,-4.635994
Karia Ba Mohamed,20859.0,Région de Fès-Meknès,34.364056,-5.214573
Rhafsai,7117.0,Région de Fès-Meknès,34.6266439,-4.9098068
Thar Es-Souk,5218.0,Région de Fès-Meknès,34.6520688,-4.2786199
Tissa,12096.0,Région de Fès-Meknès,34.28657,-4.665632
Bouchabel,13767.0,Région de Fès-Meknès,34.379997,-5.015668
Jbabra,15904.0,Région de Fès-Meknès,34.44135235,-4.991041389113716
Sidi El Abed,11240.0,Région de Fès-Meknès,34.3170323,-5.040631053863848
Loulja,13679.0,Région de Fès-Meknès,34.2915407,-4.908196356955728
Moulay Abdelkrim,6557.0,Région de Fès-Meknès,34.47571145,-5.226461483560081
Bni Snous,8479.0,Région de Fès-Meknès,34.3492481,-5.1926297
Moulay Bouchta,12554.0,Région de Fès-Meknès,34.490326,-5.112509
Mkansa,23690.0,Région de Fès-Meknès,34.33502545,-5.400223726338836
Rhouazi,16405.0,Région de Fès-Meknès,34.477448,-5.300712
Ourtzarh,13256.0,Région de Fès-Meknès,34.5350503,-4.9659263
Galaz,15201.0,Région de Fès-Meknès,34.539599,-4.802871
Sidi Haj M'hamed,7880.0,Région de Fès-Meknès,34.760379400000005,-4.999976950732934
Sidi Yahia Bni Zeroual,14284.0,Région de Fès-Meknès,Not Found,Not Found
Oudka,7380.0,Région de Fès-Meknès,34.6749447,-4.9066935
Ratba,14944.0,Région de Fès-Meknès,34.777857,-4.932239
El Bibane,5853.0,Région de Fès-Meknès,34.62886735,-4.857381184591412
Sidi Mokhfi,7915.0,Région de Fès-Meknès,34.6039126,-4.7889118
Timezgana,15191.0,Région de Fès-Meknès,34.580215,-4.72859
Kissane,11763.0,Région de Fès-Meknès,34.599691,-5.092377
Tabouda,13635.0,Région de Fès-Meknès,34.7434402,-5.10042038230214
Tafrant,13217.0,Région de Fès-Meknès,34.6250515,-5.1243048
Ain Mediouna,15115.0,Région de Fès-Meknès,34.4978758,-4.5494571
Bni Oulid,8967.0,Région de Fès-Meknès,34.5896225,-4.4513719
Bouadel,11564.0,Région de Fès-Meknès,34.5400716,-4.5075123
Bouhouda,24823.0,Région de Fès-Meknès,34.5922378,-4.5492371
Zrizer,7539.0,Région de Fès-Meknès,34.5878543,-4.6198888
Khlalfa,14340.0,Région de Fès-Meknès,34.6725538,-4.6275819
Rghioua,3666.0,Région de Fès-Meknès,34.53051095,-4.5885009704551685
Mezraoua,7712.0,Région de Fès-Meknès,34.5247457,-4.73488117747158
Tamedit,12252.0,Région de Fès-Meknès,34.6833352,-4.1959199
Bni Ounjel Tafraout,5993.0,Région de Fès-Meknès,34.66577595,-4.34976239274026
Fennassa Bab El Hit,10285.0,Région de Fès-Meknès,34.611052,-4.4170723
El Bsabsa,7485.0,Région de Fès-Meknès,34.3145174,-4.723364829355719
Oued Jemaa,7825.0,Région de Fès-Meknès,34.23644645,-4.798081212551664
Ras El Oued,13299.0,Région de Fès-Meknès,34.3901622,-4.5070986
Sidi M'hamed Ben Lahcen,16980.0,Région de Fès-Meknès,34.2266999,-4.598291991483757
Ain Maatouf,8639.0,Région de Fès-Meknès,34.4351606,-4.5566058
Ain Aicha,24723.0,Région de Fès-Meknès,34.4105851,-4.623430936062299
Oulad Daoud,10800.0,Région de Fès-Meknès,34.405851,-4.6938673
Bouarouss,16329.0,Région de Fès-Meknès,34.366306,-4.809899
Ain Legdah,10598.0,Région de Fès-Meknès,34.167858,-4.502122
Oulad Ayyad,9763.0,Région de Fès-Meknès,34.0839266,-4.6079255
Messassa,8195.0,Région de Fès-Meknès,34.25698575,-4.527061232440111
Outabouabane,8560.0,Région de Fès-Meknès,34.2419342,-4.38875888942278
Taza,150763.0,Région de Fès-Meknès,34.230155,-4.010104
Tahla,28612.0,Région de Fès-Meknès,34.050634,-4.4224
Aknoul,4410.0,Région de Fès-Meknès,34.65602,-3.865259
Ouad Amlil,10929.0,Région de Fès-Meknès,34.2458952,-4.2811297518009575
Bourd,6996.0,Région de Fès-Meknès,34.7445412,-4.088202807975534
Ajdir,8640.0,Région de Fès-Meknès,34.76709795,-3.934547135990813
Gzenaya Al Janoubia,8125.0,Région de Fès-Meknès,34.6354141,-3.9777499887527163
Jbarna,2328.0,Région de Fès-Meknès,34.4938932,-3.9115542
Sidi Ali Bourakba,6280.0,Région de Fès-Meknès,34.8165694,-3.7287112
Tizi Ouasli,5436.0,Région de Fès-Meknès,34.7461941,-3.72779429895592
Ait Saghrouchen,15147.0,Région de Fès-Meknès,33.95553613761765,-6.821530909301326
Tazarine,2030.0,Région de Fès-Meknès,33.91246245000001,-4.125183535549208
Bouyablane,1667.0,Région de Fès-Meknès,33.76797845,-4.062586375206346
Matmata,11665.0,Région de Fès-Meknès,34.0983766,-4.5508579
Smia,7385.0,Région de Fès-Meknès,34.0306296,-4.3900879
Zrarda,9343.0,Région de Fès-Meknès,33.9742225,-4.3782218
Bni Ftah,9632.0,Région de Fès-Meknès,34.4980574,-4.0393488
Traiba,5773.0,Région de Fès-Meknès,34.415495,-3.9742768
Taifa,6000.0,Région de Fès-Meknès,34.358390400000005,-4.065464090634927
Kaf El Ghar,7060.0,Région de Fès-Meknès,34.5074509,-4.2628561
Msila,7800.0,Région de Fès-Meknès,34.4410377,-4.1754595788118
Brarha,6625.0,Région de Fès-Meknès,34.457534800000005,-4.346779151296014
El Gouzate,5942.0,Région de Fès-Meknès,34.5020172,-4.1567651
Tainaste,10411.0,Région de Fès-Meknès,34.58230815,-4.144994293023759
Bab Boudir,4209.0,Région de Fès-Meknès,34.0698564,-4.1203958
Bab Marzouka,17323.0,Région de Fès-Meknès,34.2105267,-4.1459724
Galdamane,21732.0,Région de Fès-Meknès,34.1334235,-3.9488882
Meknassa Al Gharbia,3422.0,Région de Fès-Meknès,34.2714043,-4.067175366919013
Meknassa Acharqia,5197.0,Région de Fès-Meknès,34.3096602,-3.9633018
Bni Lent,10801.0,Région de Fès-Meknès,34.3271716,-4.2037509
Oulad Chrif,7882.0,Région de Fès-Meknès,34.2696671,-4.1599577
Maghraoua,6775.0,Région de Fès-Meknès,33.9321143,-4.0455509
Oulad Zbair,17562.0,Région de Fès-Meknès,34.289449,-4.319931
Bouhlou,8510.0,Région de Fès-Meknès,34.15303539999999,-4.362776045906257
Bouchfaa,10093.0,Région de Fès-Meknès,34.09201175,-4.281873796521739
Ghiata Al Gharbia,22437.0,Région de Fès-Meknès,34.1769082,-4.2349100804182935
Rbaa El Fouki,6156.0,Région de Fès-Meknès,34.3843713,-4.282683
Bni Frassen,19873.0,Région de Fès-Meknès,34.3819107,-4.3760802
Rabat,509916.0,Région de Rabat-Salé-Kénitra,33.9851778,-6.8461433
Touarga,5703.0,Région de Rabat-Salé-Kénitra,34.007331,-6.829443
Salé,945101.0,Région de Rabat-Salé-Kénitra,34.044889,-6.814017
Sidi Bouknadel,43598.0,Région de Rabat-Salé-Kénitra,34.123948,-6.733029
Ameur,75942.0,Région de Rabat-Salé-Kénitra,34.0921706,-6.663507506112724
Shoul,24913.0,Région de Rabat-Salé-Kénitra,33.915856399999996,-6.6478587145097645
Témara,297098.0,Région de Rabat-Salé-Kénitra,33.917166,-6.923804
Harhoura,20950.0,Région de Rabat-Salé-Kénitra,33.914435,-6.9702597
Skhirate,122705.0,Région de Rabat-Salé-Kénitra,33.850672,-7.028026
Ain El Aouda,98502.0,Région de Rabat-Salé-Kénitra,33.803077,-6.79413
Ain Attig,73985.0,Région de Rabat-Salé-Kénitra,33.8898576,-6.9678655
Mers El Kheir,26544.0,Région de Rabat-Salé-Kénitra,33.8745842,-6.9078166054461
Sabbah,15552.0,Région de Rabat-Salé-Kénitra,33.8041822,-7.027605892909956
El Menzeh,7168.0,Région de Rabat-Salé-Kénitra,33.8552788,-6.8531338
Oumazza,4322.0,Région de Rabat-Salé-Kénitra,33.8807047,-6.7857213
Sidi Yahya Zaer,116649.0,Région de Rabat-Salé-Kénitra,33.8262331,-6.9039822
Kénitra,507736.0,Région de Rabat-Salé-Kénitra,34.26457,-6.570169
Souk El Arbaa,70894.0,Région de Rabat-Salé-Kénitra,34.6765226,-5.9926170293009875
Mehdya,58558.0,Région de Rabat-Salé-Kénitra,34.25591735,-6.657727757212821
Sidi Taibi,76227.0,Région de Rabat-Salé-Kénitra,34.1916611,-6.6844815
Ameur Seflia,37935.0,Région de Rabat-Salé-Kénitra,34.27524395,-6.334433038790621
Ouled Slama,23848.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Haddada,22652.0,Région de Rabat-Salé-Kénitra,34.223052,-6.510859
Mnasra,41434.0,Région de Rabat-Salé-Kénitra,34.3708381,-6.530652386860922
Ben Mansour,53545.0,Région de Rabat-Salé-Kénitra,34.5956792,-6.3752273041587175
Sidi Mohamed Benmansour,24703.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Mograne,36452.0,Région de Rabat-Salé-Kénitra,34.412485,-6.427556
Arbaoua,35077.0,Région de Rabat-Salé-Kénitra,34.9134851,-5.932567028483913
Oued El Makhazine,6264.0,Région de Rabat-Salé-Kénitra,34.880914,-5.831723
Kariat Ben Aouda,11238.0,Région de Rabat-Salé-Kénitra,34.771168,-5.953013
Beni Malek,28711.0,Région de Rabat-Salé-Kénitra,34.70910035,-6.008641152295975
Sidi Allal Tazi,22266.0,Région de Rabat-Salé-Kénitra,34.52185,-6.323673
Souk Tlet El Gharb,24190.0,Région de Rabat-Salé-Kénitra,34.601171,-6.173848
Bahhara Ouled Ayad,38611.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Sidi Mohamed Lahmar,52679.0,Région de Rabat-Salé-Kénitra,34.728509,-6.2479543
Moulay Bousselham,32643.0,Région de Rabat-Salé-Kénitra,34.878009,-6.294076
Lalla Mimouna,35600.0,Région de Rabat-Salé-Kénitra,34.848871,-6.069173
Chouafaa,21374.0,Région de Rabat-Salé-Kénitra,34.9429002,-6.177412996616065
Sidi Boubker El Haj,21610.0,Région de Rabat-Salé-Kénitra,34.9223479,-6.05454630443794
Khémisset,125834.0,Région de Rabat-Salé-Kénitra,33.830287,-6.072605
Rommani,11117.0,Région de Rabat-Salé-Kénitra,33.528608,-6.604434
Tiflet,103850.0,Région de Rabat-Salé-Kénitra,33.894009,-6.31673
Sidi Allal El Bahraoui,29147.0,Région de Rabat-Salé-Kénitra,34.010715,-6.532357
Ait Mimoune,7065.0,Région de Rabat-Salé-Kénitra,33.7808266,-5.7822457
Ait Ouribel,9375.0,Région de Rabat-Salé-Kénitra,33.77476075,-6.133830826386907
Majmaa Tolba,15447.0,Région de Rabat-Salé-Kénitra,33.7184874,-5.99046126925586
El Ganzra,13792.0,Région de Rabat-Salé-Kénitra,34.022213449999995,-5.95122000673444
Ait Yadine,21007.0,Région de Rabat-Salé-Kénitra,33.9704133,-6.0175027
Sfassif,7071.0,Région de Rabat-Salé-Kénitra,33.8962169,-5.8068045
Ait Siberne,4676.0,Région de Rabat-Salé-Kénitra,33.848781349999996,-5.905250513922392
Sidi Allal Lamsadder,6875.0,Région de Rabat-Salé-Kénitra,33.8731842,-6.1502206
Sidi El Rhandour,7644.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Houderrane,6049.0,Région de Rabat-Salé-Kénitra,33.718622499999995,-6.2595289785920984
Maaziz,10812.0,Région de Rabat-Salé-Kénitra,33.6680618,-6.3207189
Ait Ikkou,8179.0,Région de Rabat-Salé-Kénitra,33.654667399999994,-6.0896598483987505
Bouqachmir,2877.0,Région de Rabat-Salé-Kénitra,33.5110391,-5.9303107
Ait Ichou,1454.0,Région de Rabat-Salé-Kénitra,33.531777649999995,-6.041606364946642
Oulmes,19579.0,Région de Rabat-Salé-Kénitra,33.425509,-6.004488
Tiddas,9013.0,Région de Rabat-Salé-Kénitra,33.566538,-6.265945
Brachoua,11851.0,Région de Rabat-Salé-Kénitra,33.71902605,-6.659711097827184
My Driss Aghbal,4583.0,Région de Rabat-Salé-Kénitra,33.68551465,-6.497432219420054
Jemaat Moul Blad,5051.0,Région de Rabat-Salé-Kénitra,33.65986905,-6.4569015517588575
Laghoualem,12051.0,Région de Rabat-Salé-Kénitra,33.374955,-6.718352101124887
Marchouch,13017.0,Région de Rabat-Salé-Kénitra,33.5633084,-6.679600898962751
Ain Sbit,10425.0,Région de Rabat-Salé-Kénitra,33.488921250000004,-6.444601982935565
Ezzhiliga,14788.0,Région de Rabat-Salé-Kénitra,33.294596,-6.539272
M'qam Tolba,15070.0,Région de Rabat-Salé-Kénitra,34.01389855,-6.257768836126006
Sidi Abderrazak,14021.0,Région de Rabat-Salé-Kénitra,34.02941585,-6.161389317101628
Ait Malek,3809.0,Région de Rabat-Salé-Kénitra,33.94935695,-6.467839507753421
Ait Ali Ou Lahcen,5139.0,Région de Rabat-Salé-Kénitra,34.0386644,-6.491541486395741
Ain Johra-Sidi Boukhalkhal,16644.0,Région de Rabat-Salé-Kénitra,34.0137928,-6.34345778751924
Ait Belkacem,4396.0,Région de Rabat-Salé-Kénitra,33.82992695,-6.375602695213483
Khemis Sidi Yahya,6837.0,Région de Rabat-Salé-Kénitra,33.793215599999996,-6.231579919316605
Ait Bouyahia El Hajjama,4491.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Sidi Kacem,75037.0,Région de Rabat-Salé-Kénitra,34.226412,-5.711434
Mechraa Bel Ksiri,32615.0,Région de Rabat-Salé-Kénitra,34.4837155,-5.5190313
Had Kourt,8554.0,Région de Rabat-Salé-Kénitra,34.615129,-5.736023
Jorf El Melha,31976.0,Région de Rabat-Salé-Kénitra,34.488696,-5.509151
Dar Gueddari,7826.0,Région de Rabat-Salé-Kénitra,34.4208162,-6.0941702
Bni Oual,6623.0,Région de Rabat-Salé-Kénitra,34.7257408,-5.6573155
Ain Dfali,23018.0,Région de Rabat-Salé-Kénitra,34.607025699999994,-5.562973914104335
Moulay Abdelkader,7740.0,Région de Rabat-Salé-Kénitra,34.6424823,-5.783725348575219
Sidi Azzouz,14484.0,Région de Rabat-Salé-Kénitra,34.5481706,-5.7687656
Sidi Ahmed Benaissa,7685.0,Région de Rabat-Salé-Kénitra,34.722939350000004,-5.819055045554735
Sidi Ameur Al Hadi,11703.0,Région de Rabat-Salé-Kénitra,34.7991118,-5.8395799
Lamrabih,20154.0,Région de Rabat-Salé-Kénitra,34.47569815,-5.454966078053505
Taoughilt,15013.0,Région de Rabat-Salé-Kénitra,34.4374884,-5.5056377
Khnichet,26246.0,Région de Rabat-Salé-Kénitra,34.4383085,-5.6844179
Oulad Nouel,11578.0,Région de Rabat-Salé-Kénitra,34.498385150000004,-5.659367260064494
Sidi M'hamed Chelh,7977.0,Région de Rabat-Salé-Kénitra,34.5018538,-5.7727782
Sidi Al Kamel,34016.0,Région de Rabat-Salé-Kénitra,34.5586324,-6.1686298
Rmilat,19117.0,Région de Rabat-Salé-Kénitra,35.7923001,-5.8663711
Dar Laaslouji,36072.0,Région de Rabat-Salé-Kénitra,34.4103021,-6.0265945
Nouirate,26833.0,Région de Rabat-Salé-Kénitra,34.5676991,-5.8932866
Al Haouafate,18528.0,Région de Rabat-Salé-Kénitra,34.4740065,-5.9239385
Sefsaf,28106.0,Région de Rabat-Salé-Kénitra,34.55330755,-6.02589176276036
Bab Tiouka,7626.0,Région de Rabat-Salé-Kénitra,34.245491,-5.6625941
Zirara,16829.0,Région de Rabat-Salé-Kénitra,34.2417383,-5.742882
Chbanate,10303.0,Région de Rabat-Salé-Kénitra,34.2940427,-5.7656993
Zaggota,10245.0,Région de Rabat-Salé-Kénitra,34.166955,-5.529734
Selfat,10366.0,Région de Rabat-Salé-Kénitra,34.236103650000004,-5.4849610396211
Bir Taleb,11843.0,Région de Rabat-Salé-Kénitra,34.3317775,-5.6649332
Tekna,7396.0,Région de Rabat-Salé-Kénitra,34.34809755,-5.56110137336079
Sidi Slimane,95114.0,Région de Rabat-Salé-Kénitra,34.259878,-5.927253
Sidi Yahia El Gharb,39946.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Boumaiz,22693.0,Région de Rabat-Salé-Kénitra,34.2994863,-5.921213411978777
Dar Bel Amri,32873.0,Région de Rabat-Salé-Kénitra,34.189104,-5.971499
Azghar,11707.0,Région de Rabat-Salé-Kénitra,34.1857854,-5.8956891
Ouled Ben Hammadi,13491.0,Région de Rabat-Salé-Kénitra,32.2921711,-6.5935279
M'saada,22399.0,Région de Rabat-Salé-Kénitra,34.381861549999996,-5.849979688766127
Ouled H'cine,33227.0,Région de Rabat-Salé-Kénitra,Not Found,Not Found
Sfafaa,24744.0,Région de Rabat-Salé-Kénitra,34.33140565,-5.993839811279006
Kceibya,33007.0,Région de Rabat-Salé-Kénitra,34.29090595,-6.16141637810909
Ameur Chamalia,21998.0,Région de Rabat-Salé-Kénitra,34.374844949999996,-6.184825282802061
Béni Mellal,209594.0,Région de Béni Mellal-Khénifra,32.334193,-6.353335
Kasba Tadla,48172.0,Région de Béni Mellal-Khénifra,32.602894,-6.269706
Zaouiat Cheikh,25088.0,Région de Béni Mellal-Khénifra,32.6441708,-5.916589
El Ksiba,19964.0,Région de Béni Mellal-Khénifra,32.568902,-6.034093
Ouled Gnaou,13366.0,Région de Béni Mellal-Khénifra,Not Found,Not Found
Ouled M'barek,21636.0,Région de Béni Mellal-Khénifra,32.274731450000004,-6.42308534618736
Foum Oudi,16256.0,Région de Béni Mellal-Khénifra,32.25131975,-6.4252516993153455
Ouled Yaich,25785.0,Région de Béni Mellal-Khénifra,32.4269202,-6.354471096480417
Sidi Jaber,20455.0,Région de Béni Mellal-Khénifra,32.371994,-6.455683
Foum El Anceur,24232.0,Région de Béni Mellal-Khénifra,32.348889,-6.239692469911529
Naour,5389.0,Région de Béni Mellal-Khénifra,32.4836284,-5.9131229
Dir El Ksiba,25851.0,Région de Béni Mellal-Khénifra,32.5736125,-6.0923675698361155
Tanougha,13773.0,Région de Béni Mellal-Khénifra,32.4411086,-6.090791090960998
Taghzirt,20023.0,Région de Béni Mellal-Khénifra,32.416197999999994,-6.182890491449951
Ait Oum El Bekht,7863.0,Région de Béni Mellal-Khénifra,32.655302899999995,-5.885170432022497
Aghbala,13373.0,Région de Béni Mellal-Khénifra,32.480569,-5.643029
Tizi N'isly,12547.0,Région de Béni Mellal-Khénifra,32.4668393,-5.7719144
Boutferda,7952.0,Région de Béni Mellal-Khénifra,32.3566884,-5.8351135
Guettaya,13153.0,Région de Béni Mellal-Khénifra,32.574195700000004,-6.313820442730278
Semguet,8167.0,Région de Béni Mellal-Khénifra,32.6396746,-6.19508747994043
Ouled Youssef,14247.0,Région de Béni Mellal-Khénifra,32.5653555,-6.488723188849754
Ouled Said Loued,13441.0,Région de Béni Mellal-Khénifra,32.57801345,-6.455589180294515
Azilal,48138.0,Région de Béni Mellal-Khénifra,31.959295,-6.570991
Demnate,33635.0,Région de Béni Mellal-Khénifra,31.732224,-7.002676
Ait M'hamed,23531.0,Région de Béni Mellal-Khénifra,31.85625275,-6.527052674718141
Ait Abbas,13548.0,Région de Béni Mellal-Khénifra,31.738616999999998,-6.605380275875713
Tabant,16401.0,Région de Béni Mellal-Khénifra,31.658726,-6.420065
Ait Bou Oulli,11992.0,Région de Béni Mellal-Khénifra,31.5646961,-6.631836826368847
Agoudi N'lkhair,11964.0,Région de Béni Mellal-Khénifra,31.97907305,-6.451202859986392
Tamda Noumercid,12959.0,Région de Béni Mellal-Khénifra,31.942929499999998,-6.658965240883667
Zaouiat Ahansal,11260.0,Région de Béni Mellal-Khénifra,31.8456029,-6.090250166633934
Tisqi,5734.0,Région de Béni Mellal-Khénifra,32.1016252,-6.806050176991973
Taounza,10254.0,Région de Béni Mellal-Khénifra,32.08137395,-6.621261712125426
Moulay Aissa Ben Driss,13409.0,Région de Béni Mellal-Khénifra,32.095117650000006,-6.7226934085769665
Bzou,13602.0,Région de Béni Mellal-Khénifra,32.093525,-7.05072
Rfala,9352.0,Région de Béni Mellal-Khénifra,32.1320484,-6.907542553213389
Ait Taguella,8662.0,Région de Béni Mellal-Khénifra,31.927235,-6.749768
Tanant,10891.0,Région de Béni Mellal-Khénifra,31.862498,-6.942027
Foum Jemaa,9373.0,Région de Béni Mellal-Khénifra,31.9616024,-6.9841396
Tabia,7354.0,Région de Béni Mellal-Khénifra,29.996342,-8.882199095053423
Bni Hassane,12390.0,Région de Béni Mellal-Khénifra,32.03489245,-6.927751874930491
Ouaoula,26410.0,Région de Béni Mellal-Khénifra,31.8644,-6.756124
Ait Majden,18538.0,Région de Béni Mellal-Khénifra,31.851449,-6.965952
Tifni,10906.0,Région de Béni Mellal-Khénifra,31.64114915,-6.954857192346999
Imlil,11175.0,Région de Béni Mellal-Khénifra,31.76378915,-6.997998733354316
Sidi Boulkhalf,16229.0,Région de Béni Mellal-Khénifra,31.7274415,-6.8339324
Ait Blal,7840.0,Région de Béni Mellal-Khénifra,31.67676675,-6.694973694606834
Ait Oumdis,13908.0,Région de Béni Mellal-Khénifra,31.4880958,-7.066127747707463
Ait Tamlil,18091.0,Région de Béni Mellal-Khénifra,31.482514,-6.945495
Anzou,16554.0,Région de Béni Mellal-Khénifra,31.67524805,-7.263633419597232
Tidili Fetouaka,13661.0,Région de Béni Mellal-Khénifra,31.71098995,-7.174479499889657
Sidi Yacoub,18868.0,Région de Béni Mellal-Khénifra,31.6311714,-7.104887685065852
Anergui,3976.0,Région de Béni Mellal-Khénifra,32.07506375,-5.964731625498878
Bin El Ouidane,4605.0,Région de Béni Mellal-Khénifra,32.1167933,-6.4299322280299975
Isseksi,1464.0,Région de Béni Mellal-Khénifra,32.230227,-6.276714
Ouaouizeght,13402.0,Région de Béni Mellal-Khénifra,32.143025550000004,-6.173976016508382
Tiffert N'ait Hamza,3784.0,Région de Béni Mellal-Khénifra,32.318468,-5.965238
Ait Ouqabli,3405.0,Région de Béni Mellal-Khénifra,32.321162599999994,-6.030385313853234
Tagleft,16412.0,Région de Béni Mellal-Khénifra,32.2276712,-6.122577236262771
Tabaroucht,3877.0,Région de Béni Mellal-Khénifra,32.133016,-6.223637163975603
Ait Mazigh,2765.0,Région de Béni Mellal-Khénifra,32.00942135,-6.346129855792222
Tilougguite,11592.0,Région de Béni Mellal-Khénifra,32.03074,-6.209478
Afourar,20215.0,Région de Béni Mellal-Khénifra,32.209533,-6.535892
Timoulilt,6852.0,Région de Béni Mellal-Khénifra,32.20758615,-6.461657585938155
Ait Ouaarda,1459.0,Région de Béni Mellal-Khénifra,32.1412442,-6.5369010952486555
Bni A'yat,23675.0,Région de Béni Mellal-Khénifra,32.2127616,-6.5854599
Fquih Ben Salah,97380.0,Région de Béni Mellal-Khénifra,32.4212148,-6.747078467867242
Souk Sebt Ouled Nemma,60293.0,Région de Béni Mellal-Khénifra,32.2921711,-6.5935279
Ouled Ayad,24564.0,Région de Béni Mellal-Khénifra,32.3030685,-6.923773048864124
Sidi Hammadi,12981.0,Région de Béni Mellal-Khénifra,32.2664361,-6.5726844617395095
Ouled Bourahmoune,14583.0,Région de Béni Mellal-Khénifra,32.2954135,-6.6668126
Sidi Aissa Ben Ali,24503.0,Région de Béni Mellal-Khénifra,32.3441519,-6.6555527
Ouled Zmam,30039.0,Région de Béni Mellal-Khénifra,32.3834768,-6.73377240401764
Krifate,28601.0,Région de Béni Mellal-Khénifra,32.47546,-6.730692
Hel Merbaa,9692.0,Région de Béni Mellal-Khénifra,32.43158525,-6.61571870365599
Khalfia,13766.0,Région de Béni Mellal-Khénifra,32.5162952,-6.5385615
Bradia,37064.0,Région de Béni Mellal-Khénifra,32.42065175,-6.507225062486969
Bni Chegdale,10413.0,Région de Béni Mellal-Khénifra,32.4424579,-6.891839515630903
Bni Oukil,14097.0,Région de Béni Mellal-Khénifra,32.576979,-6.8400198
Dar Ould Zidouh,30114.0,Région de Béni Mellal-Khénifra,32.308189049999996,-6.906540412818266
Had Boumoussa,41154.0,Région de Béni Mellal-Khénifra,32.2397783,-6.9449037
Ouled Nacer,26733.0,Région de Béni Mellal-Khénifra,31.9419631,-7.1030016
Khenifra,123738.0,Région de Béni Mellal-Khénifra,32.9357718,-5.6696504
M'rirt,46285.0,Région de Béni Mellal-Khénifra,33.163826,-5.565428
Ouaoumana,8850.0,Région de Béni Mellal-Khénifra,32.711134,-5.806639
Ait Ishaq,17847.0,Région de Béni Mellal-Khénifra,32.7630212,-5.7261667
El Kbab,14580.0,Région de Béni Mellal-Khénifra,32.741403,-5.52067
Sidi Yahya Ou Saad,6911.0,Région de Béni Mellal-Khénifra,32.680499,-5.577051
Tighassaline,15788.0,Région de Béni Mellal-Khénifra,32.7830802,-5.6528302
Ait Saadelli,2629.0,Région de Béni Mellal-Khénifra,32.6252332,-5.343737554930428
Kerrouchen,6796.0,Région de Béni Mellal-Khénifra,32.800082,-5.321974
Sidi Amar,1625.0,Région de Béni Mellal-Khénifra,32.9508096,-5.8340805
Sidi Lamine,16501.0,Région de Béni Mellal-Khénifra,32.872966,-5.953860860653764
El Borj,3266.0,Région de Béni Mellal-Khénifra,33.0344104,-5.590886686879433
Moha Ou Hammou Zayani,10444.0,Région de Béni Mellal-Khénifra,32.9558665,-5.713812703336769
Aguelmam Azegza,6781.0,Région de Béni Mellal-Khénifra,32.93219225,-5.41678019489852
Lehri,8669.0,Région de Béni Mellal-Khénifra,32.8312556,-5.592803668658279
