commune,Population,region,Latitude,Longitude
Sidi Hcine,2510.0,Région de Béni Mellal-Khénifra,33.03637115,-6.031625668972628
Aguelmous,36560.0,Région de Béni Mellal-Khénifra,33.1575774,-5.8472009
Had Bouhssoussen,7303.0,Région de Béni Mellal-Khénifra,33.1479105,-6.0779289
Moulay Bouazza,7621.0,Région de Béni Mellal-Khénifra,33.224507,-6.197919
Sebt Ait Rahou,8018.0,Région de Béni Mellal-Khénifra,33.2151725,-6.2605976
El Hammam,9697.0,Région de Béni Mellal-Khénifra,33.28361645,-5.6609278204960845
Oum Rabia,7821.0,Région de Béni Mellal-Khénifra,33.0562088,-5.414662
Khouribga,195931.0,Région de Béni Mellal-Khénifra,32.8856482,-6.908798
Oued Zem,93776.0,Région de Béni Mellal-Khénifra,32.862504,-6.571054
Bejaad,47209.0,Région de Béni Mellal-Khénifra,32.769785,-6.394983
Boujniba,14722.0,Région de Béni Mellal-Khénifra,32.898004,-6.776919
Hattane,9727.0,Région de Béni Mellal-Khénifra,32.840638299999995,-6.804628311376975
Rouached,3353.0,Région de Béni Mellal-Khénifra,32.8631504,-6.3538865
Chougrane,5591.0,Région de Béni Mellal-Khénifra,32.8994717,-6.3825454
Tachraft,3082.0,Région de Béni Mellal-Khénifra,32.7701403,-6.4470846943807505
Ain Kaicher,3900.0,Région de Béni Mellal-Khénifra,32.7295397,-6.5860472
Bni Bataou,4191.0,Région de Béni Mellal-Khénifra,32.8275211,-6.2889985
Boukhrisse,4323.0,Région de Béni Mellal-Khénifra,32.8668447,-6.1117993
Bni Zrantel,5533.0,Région de Béni Mellal-Khénifra,32.7387786,-6.2424783
Oulad Gouaouch,2474.0,Région de Béni Mellal-Khénifra,32.7320226,-6.3644458
Bni Ykhlef,8928.0,Région de Béni Mellal-Khénifra,32.9522165,-6.8213051
Lagfaf,8560.0,Région de Béni Mellal-Khénifra,32.9231884,-6.718614
Boulanouare,15043.0,Région de Béni Mellal-Khénifra,32.8569415,-6.8789824
Bir Mezoui,5617.0,Région de Béni Mellal-Khénifra,32.9018308,-6.6814256
El Foqra,2965.0,Région de Béni Mellal-Khénifra,32.7315522,-6.942202
M'fassis,4937.0,Région de Béni Mellal-Khénifra,32.8139513,-6.7910112
Oulad Abdoune,15860.0,Région de Béni Mellal-Khénifra,32.9053419,-6.9245615
Oulad Azzouz,8983.0,Région de Béni Mellal-Khénifra,32.8396425,-6.6946193
Ait Ammar,3392.0,Région de Béni Mellal-Khénifra,33.0622705,-6.6637876
Oulad Ftata,2552.0,Région de Béni Mellal-Khénifra,33.1885644,-6.6575864
Lagnadiz,6905.0,Région de Béni Mellal-Khénifra,33.1620549,-6.8374242
Oulad Boughadi,8147.0,Région de Béni Mellal-Khénifra,33.0733097,-6.7115095
Bni Smir,6725.0,Région de Béni Mellal-Khénifra,32.8580293,-6.6580136
Kasbat Troch,8612.0,Région de Béni Mellal-Khénifra,32.9380616,-6.5782572
Maadna,5595.0,Région de Béni Mellal-Khénifra,32.9403608,-6.4949478
Oulad Fennane,6912.0,Région de Béni Mellal-Khénifra,32.9858073,-6.5770559
Braksa,6948.0,Région de Béni Mellal-Khénifra,32.9494711,-6.4070929
Oulad Aissa,4652.0,Région de Béni Mellal-Khénifra,32.923602599999995,-8.711492490718065
Casablanca,3215935.0,Région de Casablanca-Settat,33.5945144,-7.6200284
Méchouar de Casablanca,2101.0,Région de Casablanca-Settat,33.5795289,-7.6056854759701995
Mohammadia,194358.0,Région de Casablanca-Settat,33.6958383,-7.3893292
Ain Harrouda,60804.0,Région de Casablanca-Settat,33.6353722,-7.4513985
Bni Yakhlef,117653.0,Région de Casablanca-Settat,33.6852601,-7.3386583
Ech-challalate,98015.0,Région de Casablanca-Settat,Not Found,Not Found
Sidi Moussa Ben Ali,12973.0,Région de Casablanca-Settat,33.5593266,-7.3817878
Sidi Moussa El Majdoub,30254.0,Région de Casablanca-Settat,33.6062273,-7.385992
El Jadida,237464.0,Région de Casablanca-Settat,33.22932285,-8.499356736652636
Azemmour,42098.0,Région de Casablanca-Settat,33.2751698,-8.3430934
Lbir Jdid,30247.0,Région de Casablanca-Settat,33.3635128,-7.980263326022779
Lamharza Essahel,20929.0,Région de Casablanca-Settat,33.4050419,-8.1268152
Laghdira,26192.0,Région de Casablanca-Settat,33.2971585,-8.037232919312753
Sidi Ali Ben Hamdouche,38169.0,Région de Casablanca-Settat,33.2861897,-8.3263607
Chtouka,38025.0,Région de Casablanca-Settat,33.3132865,-8.165285
Haouzia,35777.0,Région de Casablanca-Settat,33.3063826,-8.3547988
Oulad Rahmoune,33380.0,Région de Casablanca-Settat,33.18140065,-8.32981025418114
My Abdellah,103993.0,Région de Casablanca-Settat,33.24130755,-8.498899669148265
Ouled Hcine,36018.0,Région de Casablanca-Settat,33.081516050000005,-8.454695407592002
Sidi M'hamed Akhdim,11038.0,Région de Casablanca-Settat,32.79903635,-8.7323881328375
Ouled Ghanem,27895.0,Région de Casablanca-Settat,32.8739338,-8.8588111
Sidi Abed,25935.0,Région de Casablanca-Settat,33.030626,-8.640571589823637
Oulad Aissa,25367.0,Région de Casablanca-Settat,32.923602599999995,-8.711492490718065
Oulad Sidi Ali Ben Youssef,9641.0,Région de Casablanca-Settat,33.01108405,-8.095606999493615
Ouled Frej,20176.0,Région de Casablanca-Settat,32.9536463,-8.2194183
Zaouiat Lakouacem,11490.0,Région de Casablanca-Settat,32.91122525,-8.324707143692063
Si Hsaien Ben Abderrahmane,6014.0,Région de Casablanca-Settat,33.099536549999996,-8.155722168630957
Chaibate,9821.0,Région de Casablanca-Settat,33.0235727,-8.315098599777333
Oulad Hamdane,12130.0,Région de Casablanca-Settat,33.1337124,-8.24785557645084
Mettouh,26075.0,Région de Casablanca-Settat,32.890686849999994,-8.179632890570932
Boulaouane,14740.0,Région de Casablanca-Settat,32.863798,-8.060124
Mogress,16277.0,Région de Casablanca-Settat,32.8945628,-8.45934135645275
Sidi Smail,32694.0,Région de Casablanca-Settat,32.827312,-8.51366
Sebt Saiss,11052.0,Région de Casablanca-Settat,32.77032975,-8.63639671412528
Zaouiat Saiss,11730.0,Région de Casablanca-Settat,32.794091,-8.651519
Nouaceur,36326.0,Région de Casablanca-Settat,33.3678533,-7.5681451
Bouskoura,200359.0,Région de Casablanca-Settat,33.456443,-7.650666
Dar Bouazza,302970.0,Région de Casablanca-Settat,33.5215831,-7.8164369
Oulad Azzouz,81048.0,Région de Casablanca-Settat,32.8396425,-6.6946193
Ouled Salah,51621.0,Région de Casablanca-Settat,33.4333091,-7.6407038
Tit Mellil,56019.0,Région de Casablanca-Settat,33.551412,-7.483552
Mediouna,29972.0,Région de Casablanca-Settat,35.7718665,-5.9089654
Lahraouyine,87977.0,Région de Casablanca-Settat,33.540830299999996,-7.524186062486135
Sidi Hajjaj Oued Hassar,76362.0,Région de Casablanca-Settat,33.516653149999996,-7.440592856116206
Almajjatia Oulad Taleb,95457.0,Région de Casablanca-Settat,Not Found,Not Found
Benslimane,67317.0,Région de Casablanca-Settat,33.61238965,-7.1440174442748585
Bouznika,55722.0,Région de Casablanca-Settat,33.781005,-7.1610294
El Mansouria,29139.0,Région de Casablanca-Settat,33.740396,-7.292191
Fdalate,12700.0,Région de Casablanca-Settat,33.567887,-7.305351
Oulad Yahya Louta,9612.0,Région de Casablanca-Settat,33.5452578,-7.192726292577715
Moualine El Oued,9117.0,Région de Casablanca-Settat,33.4515312,-7.287657823483801
Ahlaf,12116.0,Région de Casablanca-Settat,33.28785,-7.204819
Rdadna Oulad Malek,4170.0,Région de Casablanca-Settat,33.3612521,-7.2208505
Mellila,15692.0,Région de Casablanca-Settat,33.3894614,-7.1474588
Oulad Ali Toualaa,5475.0,Région de Casablanca-Settat,33.4598394,-7.194391
Ziaida,14092.0,Région de Casablanca-Settat,33.491876,-7.10425
Charrate,11266.0,Région de Casablanca-Settat,33.7714621,-7.088613571396527
Sidi Bettache,7595.0,Région de Casablanca-Settat,33.51037115,-6.863701461577979
Bir Ennasr,4256.0,Région de Casablanca-Settat,33.3321168,-6.892948885345157
Ain Tizgha,21248.0,Région de Casablanca-Settat,33.6525838,-7.057508749359366
Berrechid,168687.0,Région de Casablanca-Settat,33.2676746,-7.5811465
El Gara,20467.0,Région de Casablanca-Settat,33.277113,-7.2331554
Oulad Abbou,10894.0,Région de Casablanca-Settat,33.1135698,-7.9339205
Sidi Rahal Chatai,34431.0,Région de Casablanca-Settat,33.440627899999996,-7.965564088542359
Had Soualem,74762.0,Région de Casablanca-Settat,33.422256,-7.8534097
Deroua,96619.0,Région de Casablanca-Settat,33.3717782,-7.5358349
Lahsasna,10854.0,Région de Casablanca-Settat,33.1887236,-7.684332
Sidi El Mekki,9476.0,Région de Casablanca-Settat,33.2121811,-7.7165064
Zaouiat Sidi Ben Hamdoun,9315.0,Région de Casablanca-Settat,33.09582015,-7.829376721208275
Ben Maachou,8338.0,Région de Casablanca-Settat,33.187486449999994,-8.023176886094982
Sidi Abdelkhaleq,6141.0,Région de Casablanca-Settat,33.08262215,-8.008089647671374
Laghnimyine,18081.0,Région de Casablanca-Settat,33.1981538,-7.8516998307291574
Sahel Oulad H'riz,43776.0,Région de Casablanca-Settat,33.34788225,-7.8571450969790515
Soualem Trifiya,45285.0,Région de Casablanca-Settat,33.45389205,-7.868257925883958
Oulad Ziyane,20004.0,Région de Casablanca-Settat,33.4094192,-7.473238954717483
Kasbat Ben Mchich,15374.0,Région de Casablanca-Settat,33.3534603,-7.4809872
Jaqma,10733.0,Région de Casablanca-Settat,33.2923704,-7.4404704
Lambarkiyne,8863.0,Région de Casablanca-Settat,Not Found,Not Found
Riah,8421.0,Région de Casablanca-Settat,33.1733591,-7.390307994798759
Foqra Oulad Aameur,6093.0,Région de Casablanca-Settat,33.13381375,-7.515063749365446
Ouled Cebbah,7489.0,Région de Casablanca-Settat,33.272386600000004,-7.3080624523218605
Ouled Zidane,6554.0,Région de Casablanca-Settat,33.354198100000005,-7.364048300276532
Settat,171556.0,Région de Casablanca-Settat,33.002397,-7.619867
Ben Ahmed,33469.0,Région de Casablanca-Settat,33.0652251,-7.2455078
Loulad,5772.0,Région de Casablanca-Settat,32.991959,-7.128576
Oulad M'rah,8027.0,Région de Casablanca-Settat,32.9128877,-7.266988113172518
El Borouj,19438.0,Région de Casablanca-Settat,32.504976,-7.192731
N'khila,12787.0,Région de Casablanca-Settat,32.917009050000004,-7.076244821651473
Lakhzazra,7455.0,Région de Casablanca-Settat,33.030526,-7.042301
M'garto,7508.0,Région de Casablanca-Settat,33.1758062,-7.1561015
Sidi Dahbi,8972.0,Région de Casablanca-Settat,33.0577055,-7.1824858
Ouled M'hamed,9081.0,Région de Casablanca-Settat,33.02821505,-7.075650604963011
Ain Dorbane-Lahlaf,9151.0,Région de Casablanca-Settat,33.0295103,-7.269522648822048
Bouguargouh,9718.0,Région de Casablanca-Settat,33.1153419,-7.3301554
Sidi Abdelkrim,13759.0,Région de Casablanca-Settat,33.1870753,-7.2334462
Mniaa,11088.0,Région de Casablanca-Settat,32.8667881,-7.2604638
Sidi Hajjaj,22360.0,Région de Casablanca-Settat,32.92000675,-7.363722956653591
Oulad Fares,12096.0,Région de Casablanca-Settat,32.7895871,-7.2105537
Mrizigue,7926.0,Région de Casablanca-Settat,32.8466234,-7.0984769
Sgamna,9427.0,Région de Casablanca-Settat,32.7342975,-7.2033868
Oulad Chbana,9513.0,Région de Casablanca-Settat,33.048998,-7.38217
Oued Naanaa,7075.0,Région de Casablanca-Settat,33.021548,-7.332088
Ras El Ain Chaouia,14244.0,Région de Casablanca-Settat,32.99329615,-7.404941957726109
Oulad Fares El Halla,2521.0,Région de Casablanca-Settat,32.5060738,-7.1263516
Oulad Bouali Nouaja,5393.0,Région de Casablanca-Settat,32.5930734,-7.0838225
Meskoura,6159.0,Région de Casablanca-Settat,32.6250277,-7.21892
Oulad Amer,5871.0,Région de Casablanca-Settat,32.4487619,-7.2139011
Laqraqra,10493.0,Région de Casablanca-Settat,32.409169649999995,-7.118706609070225
Bni Khloug,12092.0,Région de Casablanca-Settat,32.643186,-7.380796
Sidi Boumehdi,4150.0,Région de Casablanca-Settat,32.6973182,-7.3220902
Sidi Ahmed El Khadir,9731.0,Région de Casablanca-Settat,32.515662,-7.346765
Ain Blal,3992.0,Région de Casablanca-Settat,32.5234399,-7.6148619
Oulad Freiha,11410.0,Région de Casablanca-Settat,32.6109675,-7.6248971
Dar Chaffai,17411.0,Région de Casablanca-Settat,32.548388,-7.500463
Sidi El Aidi,14165.0,Région de Casablanca-Settat,33.1225681,-7.6242148
Mzamza Janoubia,22419.0,Région de Casablanca-Settat,32.99667905,-7.5230921994490805
Khemisset Chaouia,5104.0,Région de Casablanca-Settat,32.8461081,-7.7559287
Oulad Said,8745.0,Région de Casablanca-Settat,32.9675641,-7.813319
Lahouaza,7018.0,Région de Casablanca-Settat,32.9139977,-7.7018664
Mzoura,8426.0,Région de Casablanca-Settat,32.8327674,-7.8687642
Gdana,8462.0,Région de Casablanca-Settat,32.9622023,-7.971455418255518
Guisser,12189.0,Région de Casablanca-Settat,32.7641828,-7.494253554878629
Rima,8203.0,Région de Casablanca-Settat,32.7666696,-7.3959239
Oulad Sghir,13153.0,Région de Casablanca-Settat,32.85404845,-7.572476983949992
Bni Yagrine,13099.0,Région de Casablanca-Settat,32.727654,-7.565624560859875
Toualet,11822.0,Région de Casablanca-Settat,32.7770283,-7.6670095
Machraa Ben Abbou,9331.0,Région de Casablanca-Settat,32.6466661,-7.800893
Sidi Mohammed Ben Rahal,10511.0,Région de Casablanca-Settat,32.777533,-7.7725045
Sidi Bennour,56201.0,Région de Casablanca-Settat,32.6507792,-8.4242087
Zmamra,13993.0,Région de Casablanca-Settat,32.61619575,-8.704357459742038
Loualidia,21742.0,Région de Casablanca-Settat,32.7097639,-8.96260183957283
Lmechrek,15770.0,Région de Casablanca-Settat,32.6933136,-8.4525962
Oulad Si Bouhya,18535.0,Région de Casablanca-Settat,32.72499295,-8.322376072643952
Laatatra,18928.0,Région de Casablanca-Settat,32.592277800000005,-8.409949948435198
Bouhmame,23637.0,Région de Casablanca-Settat,32.602212300000005,-8.493047835021041
Jabria,21071.0,Région de Casablanca-Settat,32.56888095,-8.32474910876562
M'tal,8773.0,Région de Casablanca-Settat,32.50668895,-8.395723913366172
Laamria,9957.0,Région de Casablanca-Settat,32.817412700000006,-8.26698319127287
Bni Hilal,16767.0,Région de Casablanca-Settat,32.803472049999996,-8.37688852109558
Bni Tsiriss,12794.0,Région de Casablanca-Settat,32.72837355,-8.107241370762003
Laaounate,17486.0,Région de Casablanca-Settat,32.68445265,-8.181810603939923
Metrane,9201.0,Région de Casablanca-Settat,32.634427200000005,-8.245396006436224
Oulad Boussaken,5962.0,Région de Casablanca-Settat,32.5565292,-8.137955254731809
Khmis Ksiba,5249.0,Région de Casablanca-Settat,32.51402830000001,-8.209907426692853
Koudiat Bni Dghough,15550.0,Région de Casablanca-Settat,32.42909655,-8.483905671178363
Tamda,9043.0,Région de Casablanca-Settat,32.439687000000006,-8.339178400586912
Oulad Amrane,12059.0,Région de Casablanca-Settat,32.37081215,-8.533669036281777
Kridid,14259.0,Région de Casablanca-Settat,32.4992389,-8.604754401001294
Laagagcha,14059.0,Région de Casablanca-Settat,32.547393,-8.724821
Lgharbia,22622.0,Région de Casablanca-Settat,32.57996835,-8.871974228483086
Oulad Sbaita,25231.0,Région de Casablanca-Settat,32.6670554,-8.805470870633247
Laghnadra,34680.0,Région de Casablanca-Settat,32.64480695,-8.649652209372695
Saniat Berguig,28361.0,Région de Casablanca-Settat,32.692674350000004,-8.556343666780226
Marrakech,1002697.0,Région de Marrakech-Safi,31.6258257,-7.9891608
Méchouar-Kasba,12116.0,Région de Marrakech-Safi,31.5971984,-7.987058133174472
Tassoultante,106013.0,Région de Marrakech-Safi,31.54457525,-7.982167364261917
Loudaya,41761.0,Région de Marrakech-Safi,31.6448217,-8.278046610498631
Ait Imour,14603.0,Région de Marrakech-Safi,31.54927695,-8.347015298287989
Agafay,17771.0,Région de Marrakech-Safi,31.4872129,-8.1970725
Sid Zouine,17130.0,Région de Marrakech-Safi,31.6681645,-8.3461335
Souihla,32506.0,Région de Marrakech-Safi,31.61618695,-8.215423992633983
Saada,91903.0,Région de Marrakech-Safi,31.6182612,-8.13140483682016
Harbil,105790.0,Région de Marrakech-Safi,31.790602800000002,-8.098879712163964
M'nabha,13565.0,Région de Marrakech-Safi,31.957395499999997,-8.115993621978411
Ouled Dlim,14468.0,Région de Marrakech-Safi,31.904666499999998,-8.282613957634283
Ouahat Sidi Brahim,36493.0,Région de Marrakech-Safi,31.726827,-7.959864433419834
Al Ouidane,37450.0,Région de Marrakech-Safi,31.62978045,-7.879913063851532
Oulad Hassoune,27314.0,Région de Marrakech-Safi,31.6361335,-7.792903292809807
Chichaoua,38452.0,Région de Marrakech-Safi,31.5463197,-8.7602644
Imintanoute,25049.0,Région de Marrakech-Safi,31.1735007,-8.8519207
Ait Hadi,8847.0,Région de Marrakech-Safi,31.3901442,-8.783580837943617
Sidi Bouzid Arragragui,8622.0,Région de Marrakech-Safi,31.4867229,-8.789543618287102
Lamzoudia,27004.0,Région de Marrakech-Safi,31.5801056,-8.4914511
Oulad Moumna,7092.0,Région de Marrakech-Safi,31.457506600000002,-9.016222644083495
Sid L'mokhtar,27083.0,Région de Marrakech-Safi,31.5946942,-9.038648055180138
Ahdil,11130.0,Région de Marrakech-Safi,31.6127252,-8.867679632955312
Sidi M'hamed Dalil,5619.0,Région de Marrakech-Safi,31.397528100000002,-8.695124653262543
Saidate,6354.0,Région de Marrakech-Safi,31.368345,-8.870419977559678
Nfifa,6282.0,Région de Marrakech-Safi,31.23965065,-8.858951642577335
Ouad L'bour,4918.0,Région de Marrakech-Safi,31.20872835,-8.908223197515937
Afalla Issen,7221.0,Région de Marrakech-Safi,30.9909182,-8.9771079
Timezgadiouine,6780.0,Région de Marrakech-Safi,30.885544,-9.044818
Irohalen,5031.0,Région de Marrakech-Safi,31.065851600000002,-8.935365254272515
Ain Tazitounte,4651.0,Région de Marrakech-Safi,31.1272797,-8.9247195
Sidi Ghanem,8397.0,Région de Marrakech-Safi,32.6924281,-7.987943164019293
Ait Haddou Youssef,5174.0,Région de Marrakech-Safi,30.9375379,-8.722673
Lalla Aaziza,7534.0,Région de Marrakech-Safi,31.05966265,-8.675163226619883
Bouabout Amdlane,6405.0,Région de Marrakech-Safi,31.188465049999998,-9.222059105106835
Rahhala,4859.0,Région de Marrakech-Safi,31.3407221,-9.074532861533257
Bouabout,9825.0,Région de Marrakech-Safi,31.30213235,-9.219114113565624
Kouzemt,3371.0,Région de Marrakech-Safi,31.08410045,-9.279992310040864
Timlilt,5582.0,Région de Marrakech-Safi,31.008328249999998,-9.1038350813138
Ichamraren,5707.0,Région de Marrakech-Safi,31.1254451,-9.11463468358816
Sidi Abdelmoumen,7055.0,Région de Marrakech-Safi,31.28504365,-8.989526483171772
Taouloukoult,9362.0,Région de Marrakech-Safi,31.21522485,-9.105159400400956
Gmassa,10675.0,Région de Marrakech-Safi,31.4203085,-8.365832783806681
Majjat,14708.0,Région de Marrakech-Safi,31.45983935,-8.53915565515134
Douirane,17256.0,Région de Marrakech-Safi,31.1954915,-8.734072445706445
Zaouia Annahlia,11722.0,Région de Marrakech-Safi,31.21966565,-8.64321340683742
M'zouda,25342.0,Région de Marrakech-Safi,31.23016885,-8.521953903616833
Assif El Mal,8002.0,Région de Marrakech-Safi,31.260960400000002,-8.433935189223439
Adassil,7078.0,Région de Marrakech-Safi,31.110892,-8.494879
Imindounit,10890.0,Région de Marrakech-Safi,31.030233250000002,-8.515527161732223
Ait Ourir,56954.0,Région de Marrakech-Safi,31.563898,-7.662276
Amizmiz,13840.0,Région de Marrakech-Safi,31.2171012,-8.2332754
Tahannaout,16236.0,Région de Marrakech-Safi,31.3672735,-7.9447676
Ait Sidi Daoud,21010.0,Région de Marrakech-Safi,31.6344693,-7.6857162
Ait Faska,33076.0,Région de Marrakech-Safi,31.54104305,-7.679019221622674
Sidi Abdellah Ghiat,43237.0,Région de Marrakech-Safi,31.5106075,-7.833295678726914
Tamazouzte,16886.0,Région de Marrakech-Safi,31.494387449999998,-7.787829804202373
Iguerferouane,12432.0,Région de Marrakech-Safi,31.41144025,-7.674131492051929
Ghmate,28674.0,Région de Marrakech-Safi,31.421368700000002,-7.804721003018043
Tidili Mesfioua,20283.0,Région de Marrakech-Safi,31.462057,-7.60825
Tamaguert,10022.0,Région de Marrakech-Safi,31.5392984,-7.523757035541383
Touama,11401.0,Région de Marrakech-Safi,31.54716195,-7.4782190305475
Zerkten,18335.0,Région de Marrakech-Safi,31.39903415,-7.347783254112166
Tighedouine,21161.0,Région de Marrakech-Safi,31.37511125,-7.524511799030136
Ait Aadel,8724.0,Région de Marrakech-Safi,31.5996117,-7.261731735798824
Ait Hkim-Ait Yzid,8104.0,Région de Marrakech-Safi,31.47977775,-7.20374160393996
Abadou,10484.0,Région de Marrakech-Safi,31.5801468,-7.3129705
Tazart,14584.0,Région de Marrakech-Safi,31.5713225,-7.380601041474062
Asni,22637.0,Région de Marrakech-Safi,31.2496355,-7.980004
Ighil,4666.0,Région de Marrakech-Safi,31.00592095,-8.355568228056999
Aghbar,3447.0,Région de Marrakech-Safi,30.9037704,-8.4054025
Talat N'yaaqoub,7153.0,Région de Marrakech-Safi,30.9904992,-8.1849237
Ijoukak,5633.0,Région de Marrakech-Safi,30.9993443,-8.1585674
Imgdal,4782.0,Région de Marrakech-Safi,31.1096936,-8.1335855
Ouirgane,7687.0,Région de Marrakech-Safi,31.175727,-8.0789
Amghras,5966.0,Région de Marrakech-Safi,31.210452,-8.182755
Anougal,4006.0,Région de Marrakech-Safi,31.119701,-8.273362278097535
Azgour,6208.0,Région de Marrakech-Safi,31.12213495,-8.36239154010436
Tizguine,5185.0,Région de Marrakech-Safi,31.2628213,-8.314533054029107
Dar Jamaa,6184.0,Région de Marrakech-Safi,31.2517184,-8.375272417573953
Sidi Badhaj,5835.0,Région de Marrakech-Safi,31.33734835,-8.212488379224322
Oulad Mtaa,6915.0,Région de Marrakech-Safi,31.31860275,-8.27341530454884
Lalla Takarkoust,8419.0,Région de Marrakech-Safi,31.3585285,-8.1314308
Ouazguita,5270.0,Région de Marrakech-Safi,31.26007525,-8.08492995441601
Ourika,50558.0,Région de Marrakech-Safi,31.3780274,-7.8048323
Sti Fadma,24159.0,Région de Marrakech-Safi,31.23578195,-7.691641816263875
Oukaimden,4790.0,Région de Marrakech-Safi,31.6267173,-7.9893473
Aghouatim,36258.0,Région de Marrakech-Safi,31.3747501,-7.934668712614582
Moulay Brahim,11331.0,Région de Marrakech-Safi,31.2858455,-7.9654578
Tameslohte,40283.0,Région de Marrakech-Safi,Not Found,Not Found
Kelâat Sraghna,106418.0,Région de Marrakech-Safi,32.043978949999996,-7.384116142671299
Laattaouia,38405.0,Région de Marrakech-Safi,31.8358768,-7.3133564
Sidi Rahal,10276.0,Région de Marrakech-Safi,32.84798325,-7.934620292597797
Tamallalt,20528.0,Région de Marrakech-Safi,31.8240817,-7.528425076869896
Oulad Aarrad,6065.0,Région de Marrakech-Safi,31.8333373,-7.416440171048198
Choara,12249.0,Région de Marrakech-Safi,31.786391549999998,-7.311855640209609
Laattaouia Ech-Chaibia,5910.0,Région de Marrakech-Safi,Not Found,Not Found
Dzouz,11527.0,Région de Marrakech-Safi,31.85910715,-7.279020167463795
Fraita,10721.0,Région de Marrakech-Safi,31.9334566,-7.265501931171986
Laatamna,9318.0,Région de Marrakech-Safi,31.91576355,-7.356184653639652
Ouargui,10788.0,Région de Marrakech-Safi,31.834317749999997,-7.201646323615435
Bouya Omar,14701.0,Région de Marrakech-Safi,31.7716372,-7.2031128479222275
Assahrij,16313.0,Région de Marrakech-Safi,31.78816235,-7.152294972021339
Sour El Aaz,3755.0,Région de Marrakech-Safi,31.851804350000002,-7.049068575669631
Oulad Khallouf,9172.0,Région de Marrakech-Safi,31.7980665,-7.071555016365932
Louad Lakhdar,9125.0,Région de Marrakech-Safi,Not Found,Not Found
M'zem Sanhaja,10946.0,Région de Marrakech-Safi,31.991878,-7.128969514671651
Sidi Aissa Ben Slimane,19164.0,Région de Marrakech-Safi,31.950491749999998,-7.198350708686496
Zemrane,14995.0,Région de Marrakech-Safi,31.7043424,-7.5216182908387506
Zemrane Charqia,29569.0,Région de Marrakech-Safi,31.7634636,-7.371616111298115
Jouala,10283.0,Région de Marrakech-Safi,31.89628595,-7.482185608012145
Jbiel,10593.0,Région de Marrakech-Safi,31.97226195,-7.4759376237046204
Oulad Sbih,6513.0,Région de Marrakech-Safi,32.054576,-7.511661993483912
Hiadna,12870.0,Région de Marrakech-Safi,32.24410585,-7.678969198966041
Oulad Zarrad,13243.0,Région de Marrakech-Safi,32.113111700000005,-7.655503534257954
Oulad Cherki,7185.0,Région de Marrakech-Safi,32.2838345,-7.4386339787716995
El Marbouh,9468.0,Région de Marrakech-Safi,32.113879850000004,-7.403450049621422
Mayate,11443.0,Région de Marrakech-Safi,32.2433436,-7.551802169893314
Znada,7230.0,Région de Marrakech-Safi,32.048707949999994,-7.363813958459875
Oulad Yaacoub,6791.0,Région de Marrakech-Safi,32.01952715,-7.290195698741222
Oulad El Garne,7728.0,Région de Marrakech-Safi,32.129660799999996,-7.338883446351538
Lounasda,10866.0,Région de Marrakech-Safi,32.1914883,-7.403683130648837
El Aamria,8625.0,Région de Marrakech-Safi,32.2128217,-7.250099465830905
Sidi El Hattab,9638.0,Région de Marrakech-Safi,32.3455278,-7.3106366639838924
Sidi Moussa,8600.0,Région de Marrakech-Safi,32.252591100000004,-7.215459373570396
Oulad Msabbel,6216.0,Région de Marrakech-Safi,32.307994550000004,-7.227989695190544
Oulad Massaoud,4188.0,Région de Marrakech-Safi,32.2265857,-7.175873790509911
Eddachra,6939.0,Région de Marrakech-Safi,32.20646645,-7.142338099586949
Oulad Aamer,6996.0,Région de Marrakech-Safi,32.0735599,-7.178473268018966
Oulad Bouali Loued,6302.0,Région de Marrakech-Safi,32.1247112,-7.192676816098635
Errafiaya,4903.0,Région de Marrakech-Safi,32.14484395,-7.264113955088493
Taouzint,5217.0,Région de Marrakech-Safi,32.0785054,-7.291951643570502
Chtaiba,8491.0,Région de Marrakech-Safi,32.18665785,-7.322948784086739
Essaouira,82962.0,Région de Marrakech-Safi,31.5118281,-9.7620903
El Hanchane,5319.0,Région de Marrakech-Safi,31.5240699,-9.4353881
Talmest,4638.0,Région de Marrakech-Safi,31.81853895,-9.343676083337462
Ait Daoud,3653.0,Région de Marrakech-Safi,31.0804675,-9.3512648
Tamanar,11617.0,Région de Marrakech-Safi,31.003117,-9.678242
Had Dra,9435.0,Région de Marrakech-Safi,31.61298235,-9.534732475323246
Takate,9993.0,Région de Marrakech-Safi,31.67612315,-9.487147991213384
Ounagha,13310.0,Région de Marrakech-Safi,31.53312,-9.548635
Moulay Bouzarqtoune,5608.0,Région de Marrakech-Safi,31.6455633,-9.6759934
Aquermoud,15981.0,Région de Marrakech-Safi,31.77174735,-9.542556303384497
Sidi Ishaq,10055.0,Région de Marrakech-Safi,31.8692386,-9.4497018
Sidi Ali El Korati,6099.0,Région de Marrakech-Safi,31.8030377,-9.4070631
Zaouiat Ben Hmida,7317.0,Région de Marrakech-Safi,31.734467799999997,-9.362473577090652
M'khalif,5062.0,Région de Marrakech-Safi,31.87963585,-9.244261075322292
Sidi Abdeljalil,6056.0,Région de Marrakech-Safi,31.81705075,-9.286508899312693
Sidi Laaroussi,10604.0,Région de Marrakech-Safi,31.81470465,-9.192366613757642
Oulad M'rabet,3951.0,Région de Marrakech-Safi,31.6037233,-9.174264997739632
